Sample	Method	Level	chr_number	chromosome	Mean_depth	SD_depth	CV_depth	Min_depth	Max_depth
8035	lowinput_P100	Genome-wide	NA	Genome-wide	7.52756	143.816	19.1053	0	364809
8035	lowinput_P100	Chromosome	1	NC_060173.1	7.82162	100.526	12.8523	0	116021
8035	lowinput_P100	Chromosome	2	NC_060174.1	8.26304	97.0323	11.7429	0	80944
8035	lowinput_P100	Chromosome	3	NC_060175.1	8.0209	87.5593	10.9164	0	72012
8035	lowinput_P100	Chromosome	4	NC_060176.1	8.37979	58.496	6.9806	0	33813
8035	lowinput_P100	Chromosome	5	NC_060177.1	8.08396	112.136	13.8714	0	68099
8035	lowinput_P100	Chromosome	6	NC_060178.1	7.66675	86.8195	11.3242	0	95255
8035	lowinput_P100	Chromosome	7	NC_060179.1	7.59449	145.432	19.1497	0	151595
8035	lowinput_P100	Chromosome	8	NC_060180.1	8.38532	133.029	15.8645	0	148979
8035	lowinput_P100	Chromosome	9	NC_060181.1	7.471	59.4882	7.96254	0	36943
8035	lowinput_P100	Chromosome	10	NC_060182.1	8.16869	111.992	13.7099	0	82479
8035	lowinput_P100	Chromosome	11	NC_060183.1	8.13625	133.892	16.4562	0	130746
8035	lowinput_P100	Chromosome	12	NC_060184.1	7.86206	87.9123	11.1818	0	50994
8035	lowinput_P100	Chromosome	13	NC_060185.1	7.46297	84.7803	11.3601	0	46908
8035	lowinput_P100	Chromosome	14	NC_060186.1	7.97415	186.248	23.3564	0	134267
8035	lowinput_P100	Chromosome	15	NC_060187.1	8.61715	81.9933	9.51514	0	66753
8035	lowinput_P100	Chromosome	16	NC_060188.1	8.31015	125.675	15.123	0	135168
8035	lowinput_P100	Chromosome	17	NC_060189.1	8.3244	120.761	14.5069	0	174085
8035	lowinput_P100	Chromosome	18	NC_060190.1	7.91915	93.8786	11.8546	0	74928
8035	lowinput_P100	Chromosome	19	NC_060191.1	7.64772	57.5978	7.53137	0	39701
8035	lowinput_P100	Chromosome	20	NC_060192.1	7.61752	70.4411	9.24724	0	32744
8035	lowinput_P100	Chromosome	21	NC_060193.1	8.53154	216.492	25.3755	0	140172
8035	lowinput_P100	Chromosome	22	NC_060194.1	8.21374	143.538	17.4754	0	166505
8035	lowinput_P100	Chromosome	23	NC_060195.1	7.47818	143.081	19.1331	0	152954
8035	lowinput_P100	Chromosome	24	NC_060196.1	7.83415	125.678	16.0423	0	109089
8035	lowinput_P100	Chromosome	25	NC_060197.1	8.77686	167.082	19.0366	0	98536
8035	lowinput_P100	Chromosome	26	NC_060198.1	9.36497	92.3462	9.86081	0	50371
8035	lowinput_P100	Chromosome	27	NC_060199.1	7.72609	90.1831	11.6725	0	12467
