Sample	Method	chr_number	chromosome	Mean_depth	SD_depth	CV_depth	Q25_depth	Median_depth	Q75_depth	Min_depth	Max_depth
8034	lowinput	1	NC_060173.1	14.530426446873244	3.3400281217144725	0.22986442510317392	13.2598	15.1248	16.0687	2.43772	52.9536
8034	lowinput	2	NC_060174.1	14.621443497224641	3.0274633215602806	0.20705639098731507	13.7444	15.2001	16.0476	1.54024	51.8546
8034	lowinput	3	NC_060175.1	14.985623489692754	7.6156790704567605	0.5081990132539291	13.0094	14.9537	16.117	0	153.848
8034	lowinput	4	NC_060176.1	14.845867485945005	6.880214453568197	0.4634430733052068	13.1192	15.0718	16.0536	0	179.414
8034	lowinput	5	NC_060177.1	13.980764384161422	5.795916232113874	0.41456361561174526	11.9851	14.4559	15.6905	2.51824	134.611
8034	lowinput	6	NC_060178.1	14.072549824113331	2.910434359735606	0.20681641892278635	13.0772	14.6407	15.5777	2.81768	56.9
8034	lowinput	7	NC_060179.1	13.913902789155422	8.007206565758539	0.5754824284096194	11.9075	14.2204	15.2822	1.77403	216.689
8034	lowinput	8	NC_060180.1	14.567624083687685	5.243634815366712	0.3599512717546268	13.4275	14.7543	15.6312	3.3031	99.7335
8034	lowinput	9	NC_060181.1	13.732465055617595	8.937080886002315	0.6507994631558437	11.4642	13.9293	15.2671	1.37221	192.086
8034	lowinput	10	NC_060182.1	13.80195387236024	7.123797048348199	0.5161440991781822	11.7915	14.1255	15.3263	1.46235	151.373
8034	lowinput	11	NC_060183.1	14.101634166116904	8.684058071309524	0.6158192709448801	12.17	14.23	15.3786	2.3208	170.314
8034	lowinput	12	NC_060184.1	13.73426704793813	4.911715849054995	0.3576248977765705	12.1437	14.1042	15.2395	2.76831	96.4493
8034	lowinput	13	NC_060185.1	13.045640513129849	3.5743689609255913	0.2739895336935086	11.2604	13.4287	15.0622	2.00874	75.6256
8034	lowinput	14	NC_060186.1	13.559511455334858	5.76708379867669	0.42531648855296234	11.4478	13.9035	15.2777	4.06023	130.328
8034	lowinput	15	NC_060187.1	13.820731028887344	4.013043549877143	0.290364058275159	12.072	14.1894	15.4799	3.80865	74.4151
8034	lowinput	16	NC_060188.1	14.684705724150028	7.961674315681227	0.54217459070955	12.9456	14.7154	15.6954	2.03132	208.109
8034	lowinput	17	NC_060189.1	14.588645145299788	11.779938081480577	0.8074730699221834	12.4317	14.4315	15.5228	3.96561	247.891
8034	lowinput	18	NC_060190.1	14.755051768612297	8.523281064756391	0.5776517221638999	12.527	14.7221	15.692	2.5199	181.605
8034	lowinput	19	NC_060191.1	12.934723190821208	3.2933469377540714	0.25461286563063906	10.9396	13.5001	15.1161	2.40594	42.1753
8034	lowinput	20	NC_060192.1	13.103154324561988	2.681197963291481	0.2046223296222307	11.7167	13.8554	15.0122	3.63663	22.2964
8034	lowinput	21	NC_060193.1	13.246771658109202	4.316872386207148	0.3258810899457539	11.4431	13.878	15.1721	3.58448	64.9433
8034	lowinput	22	NC_060194.1	14.076490084842533	6.100597206758832	0.4333890884722686	12.1418	14.2994	15.38	2.8067	113.837
8034	lowinput	23	NC_060195.1	13.160959196588465	6.804793687330557	0.5170439012602114	10.8524	13.4025	14.9659	3.18782	151.041
8034	lowinput	24	NC_060196.1	13.483685069109562	4.490774296040882	0.3330524461987782	11.5284	13.7487	15.1352	2.87129	78.3564
8034	lowinput	25	NC_060197.1	13.612665018437063	5.592229139335029	0.4108107509999611	11.4778	13.7404	15.2284	3.22391	75.8875
8034	lowinput	26	NC_060198.1	15.272445447388526	7.32710316832627	0.47975965562078016	13.2815	14.7079	15.8131	5.16752	119.152
8034	lowinput	27	NC_060199.1	19.141778668670344	11.291837296272252	0.589905331773258	13.5204	14.051	15.8107	11.6615	50.6523
