Sample	Method	chr_number	chromosome	Mean_depth	SD_depth	CV_depth	Q25_depth	Median_depth	Q75_depth	Min_depth	Max_depth
8038	lowinput	1	NC_060173.1	14.830045073588577	3.4678473738629556	0.23383930100381045	13.6496	15.2785	16.1398	2.61155	60.6054
8038	lowinput	2	NC_060174.1	14.89450892228264	2.9302907598045866	0.196736312361449	14.0069	15.4149	16.1608	1.51666	49.7195
8038	lowinput	3	NC_060175.1	15.194647021586958	7.582216463884042	0.49900576519559986	13.3	15.1451	16.0914	0	163.937
8038	lowinput	4	NC_060176.1	15.048838997045012	6.821354147940888	0.4532810902741619	13.341	15.1521	16.0265	0	150.164
8038	lowinput	5	NC_060177.1	14.132546067050969	4.187219706818618	0.29628204903437916	12.2671	14.860900000000001	15.8144	2.61263	96.3311
8038	lowinput	6	NC_060178.1	14.197718649794371	2.9249232688877544	0.20601360972384933	13.4545	14.8124	15.5339	2.84372	61.3288
8038	lowinput	7	NC_060179.1	13.963455050500029	8.307845362162272	0.5949706095028945	11.951	14.3765	15.2879	2.4327	229.236
8038	lowinput	8	NC_060180.1	14.427372346215426	5.374739051177904	0.37253762654762285	13.5016	14.7375	15.4611	2.81584	104.849
8038	lowinput	9	NC_060181.1	13.927942523844449	11.542640798572402	0.8287398356800767	11.4679	13.9817	15.2329	1.72273	244.112
8038	lowinput	10	NC_060182.1	13.67973248301138	5.51993245744782	0.40351172541589736	11.8434	14.241	15.2426	1.51833	110.166
8038	lowinput	11	NC_060183.1	14.062256270344967	8.30685778591104	0.5907201252923305	12.2142	14.3178	15.2698	2.58672	151.779
8038	lowinput	12	NC_060184.1	13.736619170143484	5.1741637340321995	0.376669373296614	12.1532	14.2417	15.1766	2.28209	104.853
8038	lowinput	13	NC_060185.1	13.144478831431423	3.2993605861917086	0.25100733383983176	11.5248	13.7095	15.0706	2.18517	63.0111
8038	lowinput	14	NC_060186.1	13.58507666952298	5.797117059919187	0.42672685631024443	11.5113	14.1694	15.2277	3.00483	123.594
8038	lowinput	15	NC_060187.1	13.774005413659097	4.034319190115252	0.29289368407787825	12.2528	14.2395	15.2589	2.83294	75.6887
8038	lowinput	16	NC_060188.1	14.62244534259159	7.538776873138757	0.515561979991141	13.1707	14.7532	15.4808	1.66401	199.957
8038	lowinput	17	NC_060189.1	14.154372405452854	6.58482621828539	0.46521499008664213	12.671	14.3783	15.2038	3.99478	119.353
8038	lowinput	18	NC_060190.1	14.93295226079076	12.805025182005256	0.8575012467981451	12.6503	14.6706	15.4109	2.61301	335.791
8038	lowinput	19	NC_060191.1	13.040253215851719	3.0794764522964653	0.23615158397024505	11.11	13.6832	15.0526	2.30608	33.4981
8038	lowinput	20	NC_060192.1	13.044156994361103	2.6787251691954816	0.20535824356863197	11.5907	13.9495	14.9992	3.32358	18.8582
8038	lowinput	21	NC_060193.1	13.217049842492822	4.433083330917718	0.3354064169952173	11.3303	14.0404	15.0842	2.5414	76.9543
8038	lowinput	22	NC_060194.1	14.084666537927921	6.6717984299561595	0.47369232434363956	12.216	14.4828	15.2581	3.509	126.014
8038	lowinput	23	NC_060195.1	13.079304757022303	5.379205247331471	0.4112760844144537	10.9268	13.5026	14.9915	2.69454	108.647
8038	lowinput	24	NC_060196.1	13.388899161413962	3.7618132969564475	0.2809650929180031	11.5777	13.7068	15.0314	4.47203	48.9542
8038	lowinput	25	NC_060197.1	13.589687104818651	5.447657700742072	0.40086704415809793	11.6051	13.823	15.0136	3.35926	67.8473
8038	lowinput	26	NC_060198.1	15.062965250446368	7.260123044240132	0.4819849826065946	13.2531	14.7309	15.5169	5.48673	123.141
8038	lowinput	27	NC_060199.1	16.65292695348645	10.37932168011676	0.6232731164381736	13.9138	14.3511	15.2718	8.32435	71.4555
