Sample,Method,MAPQ,Count,Percent
8036,lowinput_P100,33,1316711,0.36629671313719375
8036,lowinput_P100,34,483088,0.1343905736004489
8036,lowinput_P100,35,354424,0.09859744944557824
8036,lowinput_P100,36,1081114,0.30075582624175246
8036,lowinput_P100,37,919978,0.25592929470364356
8036,lowinput_P100,38,3554881,0.9889347213578839
8036,lowinput_P100,39,520642,0.14483774596033208
8036,lowinput_P100,40,218905,0.06089732825904652
8036,lowinput_P100,41,1086052,0.30212953176215246
8036,lowinput_P100,42,466382,0.12974312029469695
8036,lowinput_P100,43,1211512,0.3370313330155728
8036,lowinput_P100,44,440674,0.12259139459229833
8036,lowinput_P100,45,224877,0.06255868293053884
8036,lowinput_P100,46,1268931,0.35300476300258177
8036,lowinput_P100,47,512946,0.14269679057657375
8036,lowinput_P100,48,181886,0.05059898790674008
8036,lowinput_P100,49,1658439,0.46136225385717483
8036,lowinput_P100,50,210820,0.05864815670529311
8036,lowinput_P100,51,2564230,0.7133448575486849
8036,lowinput_P100,52,552025,0.1535682037057178
8036,lowinput_P100,53,143950,0.04004554671154038
8036,lowinput_P100,54,1378305,0.38343158916463815
8036,lowinput_P100,55,169111,0.04704510211834182
8036,lowinput_P100,56,1443619,0.4016013344784106
8036,lowinput_P100,57,267439,0.07439903415760783
8036,lowinput_P100,58,143533,0.03992954120283102
8036,lowinput_P100,59,1546254,0.4301534337263367
8036,lowinput_P100,60,189269128,52.65290521970486
8038,lowinput_P100,0,83475640,23.1838429769507
8038,lowinput_P100,1,1103867,0.3065790114988952
8038,lowinput_P100,2,743762,0.20656638775363453
8038,lowinput_P100,3,1052286,0.29225332553117944
8038,lowinput_P100,4,821805,0.22824141363483968
8038,lowinput_P100,5,773912,0.21494000268794428
8038,lowinput_P100,6,1074844,0.29851840034670707
8038,lowinput_P100,7,1227591,0.3409411054999744
8038,lowinput_P100,8,814759,0.22628451509994263
8038,lowinput_P100,9,1090127,0.3027629760362944
8038,lowinput_P100,10,975251,0.27085825334330044
8038,lowinput_P100,11,598456,0.1662102852115181
8038,lowinput_P100,12,721460,0.20037241228879288
8038,lowinput_P100,13,931165,0.2586141675060209
8038,lowinput_P100,14,699233,0.19419926671184753
8038,lowinput_P100,15,969128,0.2691577012954471
8038,lowinput_P100,16,761377,0.2114586340908772
8038,lowinput_P100,17,697273,0.19365491230815773
8038,lowinput_P100,18,721276,0.2003213096304873
8038,lowinput_P100,19,904292,0.25115067980685984
8038,lowinput_P100,20,958523,0.26621235514691133
8038,lowinput_P100,21,824090,0.22887603088608005
8038,lowinput_P100,22,1016393,0.2822846966476909
8038,lowinput_P100,23,800489,0.22232128176287463
8038,lowinput_P100,24,992211,0.27556858532624884
